,Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Bike Parking,Category,Caters,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good for Groups,Good for Kids,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_neighobrhood,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address
88,NA,Yes,Full Bar,Intimate,Casual,No,French; Salad; Breakfast & Brunch; ,No,Yes,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,Yes,A,NA,NA,Average,Yes,Street,Yes,Yes,Yes,NA,Free,$11-30,Bistro Les Amis,South Village,4,337,10012,180 Spring St
89,No,Yes,Full Bar,"Intimate, Romantic",Casual,No,French; Basque; ,No,No,NA,Yes,Dinner,No,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,NA,NA,No,$31-60,Cocotte,South Village,4,286,10012,110 Thompson St
90,NA,Yes,Full Bar,"Trendy, Romantic, Classy, Upscale",Dressy,No,French; ,No,No,NA,Yes,"Lunch, Dinner",Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,Yes,NA,No,Above $61,Le Coucou,SoHo,4,413,10013,138 Lafayette St
91,NA,Yes,Full Bar,NA,Casual,Yes,American (New); French; Italian; ,No,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,Yes,Street,Yes,Yes,Yes,NA,No,$31-60,The Odeon,TriBeCa,4,579,10013,145 W Broadway
92,NA,Yes,Full Bar,"Intimate, Romantic",Casual,Yes,Wine Bars; French; Breakfast & Brunch; ,No,Yes,NA,Yes,Brunch,No,No,NA,NA,NA,NA,No,A,NA,Yes,Average,No,"Garage, Street",Yes,No,NA,NA,No,$11-30,Vin et Fleurs,South Village,4,371,10012,69 Thompson St
93,No,Yes,Full Bar,"Casual, Intimate, Romantic",Casual,Yes,French; Wine Bars; ,Yes,Yes,No,NA,"Lunch, Dinner",Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Troquet,SoHo,4,111,10013,155 Grand St
94,NA,Yes,NA,NA,NA,NA,Bars; French; Sushi Bars; ,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,Bar à Frites,Battery Park,4,8,10281,225 Liberty St
95,Yes,Yes,Full Bar,"Intimate, Romantic",Casual,No,Fondue; French; ,No,No,NA,Yes,Dinner,No,No,NA,NA,NA,NA,No,NA,NA,NA,Average,No,Street,No,Yes,NA,NA,Free,$31-60,Taureau,South Village,4.5,556,10013,558 Broome St
96,NA,Yes,Full Bar,NA,Casual,No,Cocktail Bars; American (New); French; ,Yes,Yes,NA,NA,"Brunch, Lunch, Dinner",Yes,No,No,NA,NA,NA,No,A,Yes,NA,Average,Yes,Street,Yes,Yes,Yes,Yes,No,$11-30,Yves,TriBeCa,4,46,10013,385 Greenwich St
97,No,Yes,Full Bar,"Intimate, Romantic, Classy",Casual,Yes,French; ,No,No,No,NA,Dinner,No,No,No,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,Yes,No,No,$31-60,MIMI,Greenwich Village,4,118,10012,185 Sullivan St
98,NA,Yes,Full Bar,Casual,Casual,Yes,French; American (New); ,Yes,Yes,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,Yes,NA,NA,NA,Average,Yes,Private Lot,Yes,Yes,NA,NA,No,$11-30,Bistro La Source,NA,3,270,7302,85 Morris St
99,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,French; Moroccan; ,No,Yes,No,Yes,Lunch,No,No,NA,NA,NA,NA,No,A,NA,Yes,Average,Yes,Street,Yes,No,Yes,Yes,No,$11-30,Café Gitane,Nolita,4,701,10012,242 Mott St
100,NA,Yes,Full Bar,Romantic,Casual,No,French; ,No,No,NA,NA,Dinner,Yes,No,NA,NA,NA,NA,No,NA,NA,NA,Average,No,Street,No,Yes,NA,NA,No,$31-60,Raoul’s Restaurant,South Village,4,425,10012,180 Prince St
101,NA,Yes,Full Bar,"Classy, Upscale",Dressy,No,Modern European; American (New); French; ,No,No,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,No,Yes,Yes,NA,No,Above $61,Bâtard,TriBeCa,4,317,10013,239 West Broadway
102,NA,Yes,Full Bar,"Casual, Trendy",Casual,Yes,Bakeries; French; Breakfast & Brunch; ,Yes,Yes,No,Yes,"Breakfast, Brunch, Lunch",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Maman Tribeca,TriBeCa,4,212,10013,211 W Broadway
103,NA,Yes,Beer & Wine Only,"Trendy, Intimate, Romantic, Classy",Casual,No,Wine Bars; French; American (New); ,No,No,NA,Yes,Late Night,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,No,Yes,Yes,NA,Free,$31-60,Compagnie des Vins Surnaturels,Little Italy,4.5,100,10013,249 Ctr St
104,NA,Yes,Full Bar,Intimate,Casual,Yes,Wine Bars; American (New); Italian; ,Yes,Yes,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,Yes,NA,NA,Yes,Average,Yes,Street,Yes,Yes,NA,NA,Free,$31-60,Satis Bistro,NA,4,597,7302,212 Washington St
105,No,Yes,Full Bar,"Casual, Romantic, Classy",Casual,No,French; Wine Bars; ,No,No,No,Yes,Lunch,Yes,No,Yes,NA,NA,NA,No,A,NA,Yes,Average,No,Street,No,Yes,Yes,NA,No,$11-30,L?NA,Lower East Side,4.5,78,10002,137 Eldridge St
106,No,No,Beer & Wine Only,Casual,Casual,No,French; Malaysian; Asian Fusion; ,Yes,Yes,No,Yes,"Lunch, Dinner",No,Yes,No,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,Yes,NA,Free,$11-30,Aux Epices,Little Italy,4,281,10013,121 Baxter St
107,NA,Yes,Beer & Wine Only,Intimate,Casual,No,French; Wine Bars; ,No,No,NA,Yes,"Dinner, Late Night",Yes,No,NA,Yes,Yes,NA,No,A,Yes,Yes,Average,No,"Garage, Street",No,Yes,NA,NA,No,$11-30,Jadis,Lower East Side,4,473,10002,42 Rivington St
108,NA,Yes,Full Bar,"Casual, Romantic",Casual,No,French; Brasseries; ,NA,No,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,Yes,NA,No,$11-30,Le Relais de Venise L’Entrecote,South Village,4,67,10013,40 Thompson St
109,NA,Yes,Full Bar,NA,Casual,Yes,Italian; French; ,No,No,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,Yes,NA,No,$31-60,MAMO Restaurant,"SoHo, TriBeCa",4,206,10013,323 W Broadway
110,No,Yes,Full Bar,Trendy,Casual,No,Modern European; French; ,No,No,No,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,Yes,NA,No,$31-60,Le Turtle,Lower East Side,4,128,10002,177 Chrystie St
111,NA,Yes,Full Bar,"Intimate, Romantic, Classy",Casual,No,Italian; Wine Bars; ,Yes,Yes,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,$11-30,Felice,Financial District,4,292,10038,15 Gold St
112,NA,Yes,NA,NA,Dressy,No,French; Wine Bars; Beer Bar; ,NA,No,NA,NA,NA,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,NA,Yes,NA,No,Yes,NA,NA,Free,$11-30,Bar a Vin,Battery Park,3,21,10286,225 Liberty St
113,NA,Yes,Full Bar,NA,Casual,Yes,French; Cocktail Bars; ,Yes,No,NA,NA,NA,Yes,Yes,No,Yes,Yes,NA,No,NA,Yes,Yes,NA,No,Street,No,Yes,Yes,Yes,Free,$31-60,Brigitte Bistro Moderne,"Lower East Side, Chinatown",4,37,10002,37 Canal St
114,NA,Yes,Beer & Wine Only,Intimate,Casual,Yes,American (New); French; Wine Bars; ,No,No,NA,NA,Dinner,No,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,NA,NA,Free,$31-60,Gentleman Farmer,Lower East Side,4,257,10002,40 Rivington St
115,No,Yes,Full Bar,Casual,Casual,No,Bars; French; Italian; ,No,Yes,No,Yes,Dinner,Yes,No,No,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,Yes,Yes,Free,$11-30,49 Monroe,Two Bridges,4.5,142,10002,49 Monroe St
116,No,Yes,Full Bar,Trendy,Casual,Yes,French; Wine Bars; ,No,No,No,NA,Dinner,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Amélie,Greenwich Village,4.5,2253,10011,22 W 8th St
117,Yes,Yes,Full Bar,"Intimate, Romantic",Casual,No,French; ,No,No,NA,Yes,Dinner,No,No,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,No,Yes,NA,NA,Free,$31-60,La Sirene,South Village,4.5,1531,10013,558 Broome St
118,NA,Yes,Full Bar,"Intimate, Classy",Casual,Yes,Bars; Tapas Bars; French; ,Yes,Yes,No,Yes,Dinner,Yes,No,Yes,NA,NA,NA,No,A,Yes,Yes,Average,No,"Garage, Street",Yes,Yes,Yes,No,No,$11-30,Excuse My French,Lower East Side,4.5,225,10002,96 Orchard St
119,NA,Yes,Full Bar,NA,Casual,Yes,French; Breakfast & Brunch; ,No,No,NA,NA,"Brunch, Dinner",Yes,No,NA,NA,NA,NA,No,A,NA,Yes,Loud,No,Street,Yes,Yes,Yes,NA,No,$31-60,Balthazar Restaurant,SoHo,4,2814,10012,80 Spring St
120,NA,Yes,Full Bar,"Trendy, Romantic, Classy, Upscale",Dressy,No,French; ,No,No,NA,Yes,"Lunch, Dinner",Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,Yes,NA,No,Above $61,Le Coucou,SoHo,4,413,10013,138 Lafayette St
121,No,Yes,Full Bar,"Casual, Intimate, Romantic",Casual,Yes,French; Wine Bars; ,Yes,Yes,No,NA,"Lunch, Dinner",Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Troquet,SoHo,4,111,10013,155 Grand St
122,No,No,Full Bar,Casual,Casual,Yes,French; Cafes; Cocktail Bars; ,Yes,No,No,Yes,"Brunch, Lunch, Dinner",Yes,Yes,Yes,NA,NA,NA,Yes,A,NA,Yes,Average,Yes,Street,No,Yes,Yes,Yes,No,$11-30,Les Enfants de Boheme,"Lower East Side, Two Bridges",4.5,172,10002,177 Henry St
123,No,Yes,Beer & Wine Only,"Casual, Intimate",Casual,No,French; ,No,No,No,NA,Dinner,No,No,No,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,No,Yes,No,No,$11-30,Le French Diner,Lower East Side,4.5,84,10002,188 Orchard St
124,No,No,Beer & Wine Only,Casual,Casual,No,French; Malaysian; Asian Fusion; ,Yes,Yes,No,Yes,"Lunch, Dinner",No,Yes,No,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,Yes,NA,Free,$11-30,Aux Epices,Little Italy,4,281,10013,121 Baxter St
125,NA,Yes,Full Bar,Intimate,Casual,No,French; Salad; Breakfast & Brunch; ,No,Yes,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,Yes,A,NA,NA,Average,Yes,Street,Yes,Yes,Yes,NA,Free,$11-30,Bistro Les Amis,South Village,4,337,10012,180 Spring St
126,NA,Yes,Full Bar,Intimate,Casual,Yes,French; Wine Bars; Cocktail Bars; ,No,No,NA,Yes,Brunch,No,No,Yes,NA,NA,NA,No,A,NA,Yes,Average,Yes,Street,No,No,Yes,NA,No,$11-30,Buvette,West Village,4,1537,10014,42 Grove St
127,NA,Yes,Beer & Wine Only,"Trendy, Intimate, Romantic, Classy",Casual,No,Wine Bars; French; American (New); ,No,No,NA,Yes,Late Night,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,No,Yes,Yes,NA,Free,$31-60,Compagnie des Vins Surnaturels,Little Italy,4.5,100,10013,249 Ctr St
128,NA,Yes,Full Bar,Trendy,Casual,Yes,French; ,No,No,NA,NA,Dinner,Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,Yes,Yes,Free,$31-60,Dirty French,Lower East Side,4,554,10002,180 Ludlow StLudlow Hotel
129,No,Yes,Full Bar,"Intimate, Romantic",Casual,No,French; Basque; ,No,No,NA,Yes,Dinner,No,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,NA,NA,No,$31-60,Cocotte,South Village,4,286,10012,110 Thompson St
130,NA,Yes,Full Bar,"Casual, Trendy, Romantic, Classy",Casual,No,French; Cocktail Bars; Steakhouses; ,Yes,Yes,NA,NA,"Brunch, Lunch, Dinner, Dessert",Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Average,Yes,Street,Yes,Yes,Yes,Yes,Free,$31-60,Boucherie West Village,West Village,4.5,801,10014,99 7th Ave S
131,NA,Yes,Full Bar,"Intimate, Romantic",Casual,Yes,Wine Bars; French; Breakfast & Brunch; ,No,Yes,NA,Yes,Brunch,No,No,NA,NA,NA,NA,No,A,NA,Yes,Average,No,"Garage, Street",Yes,No,NA,NA,No,$11-30,Vin et Fleurs,South Village,4,371,10012,69 Thompson St
132,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,French; Moroccan; ,No,Yes,No,Yes,Lunch,No,No,NA,NA,NA,NA,No,A,NA,Yes,Average,Yes,Street,Yes,No,Yes,Yes,No,$11-30,Café Gitane,Nolita,4,701,10012,242 Mott St
133,No,Yes,Full Bar,"Casual, Romantic, Classy",Casual,No,French; Wine Bars; ,No,No,No,Yes,Lunch,Yes,No,Yes,NA,NA,NA,No,A,NA,Yes,Average,No,Street,No,Yes,Yes,NA,No,$11-30,L?NA,Lower East Side,4.5,78,10002,137 Eldridge St
134,NA,Yes,Full Bar,Classy,Dressy,No,French; Brasseries; Bars; ,No,No,NA,NA,Dinner,Yes,No,No,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,No,Yes,Yes,NA,No,$31-60,Augustine,Financial District,3.5,188,10038,5 Beekman St
135,NA,Yes,Full Bar,Intimate,Casual,Yes,French; Wine Bars; ,No,No,NA,NA,Dinner,Yes,No,Yes,NA,NA,NA,No,NA,NA,NA,Average,No,Street,No,Yes,Yes,NA,No,$31-60,Lucien,East Village,3.5,314,10009,14 1st Ave
136,NA,Yes,Full Bar,Casual,Casual,Yes,French; Cocktail Bars; Breakfast & Brunch; ,Yes,No,No,Yes,Brunch,Yes,No,Yes,NA,NA,NA,Yes,B,NA,Yes,Average,Yes,Street,Yes,Yes,Yes,Yes,Free,$11-30,PMF Pardon My French,"Alphabet City, East Village",4,797,10009,103 Ave B
137,NA,Yes,Full Bar,NA,Casual,Yes,French; Wine Bars; ,No,No,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,Yes,Yes,No,$31-60,Racines,"Civic Center, TriBeCa",3.5,108,10007,94 Chambers St
138,NA,Yes,Full Bar,NA,Casual,Yes,French; Cocktail Bars; ,Yes,No,NA,NA,NA,Yes,Yes,No,Yes,Yes,NA,No,NA,Yes,Yes,NA,No,Street,No,Yes,Yes,Yes,Free,$31-60,Brigitte Bistro Moderne,"Lower East Side, Chinatown",4,37,10002,37 Canal St
139,NA,Yes,Beer & Wine Only,Intimate,Casual,No,French; Wine Bars; ,No,No,NA,Yes,"Dinner, Late Night",Yes,No,NA,Yes,Yes,NA,No,A,Yes,Yes,Average,No,"Garage, Street",No,Yes,NA,NA,No,$11-30,Jadis,Lower East Side,4,473,10002,42 Rivington St
140,No,Yes,Full Bar,Trendy,Casual,No,Modern European; French; ,No,No,No,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,Yes,NA,No,$31-60,Le Turtle,Lower East Side,4,128,10002,177 Chrystie St
141,No,Yes,Full Bar,Casual,Casual,No,Bars; French; Italian; ,No,Yes,No,Yes,Dinner,Yes,No,No,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,Yes,Yes,Free,$11-30,49 Monroe,Two Bridges,4.5,142,10002,49 Monroe St
142,No,Yes,Full Bar,NA,Dressy,No,French; ,No,No,No,NA,NA,No,No,NA,Yes,NA,NA,No,NA,NA,Yes,NA,No,Street,Yes,Yes,Yes,No,Free,$31-60,Petite Boucherie,West Village,4.5,69,10014,14 Christopher St
143,NA,Yes,Beer & Wine Only,"Intimate, Romantic, Classy, Upscale",Dressy,No,French; ,No,No,NA,NA,Dinner,No,No,No,NA,NA,NA,No,NA,NA,NA,Quiet,Yes,NA,No,Yes,Yes,Yes,No,Above $61,L’Appart,Battery Park,5,78,10281,225 Liberty St
144,NA,Yes,Full Bar,"Trendy, Classy",Casual,Yes,French; ,No,Yes,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,Yes,NA,No,$31-60,Claudette,Greenwich Village,4,316,10011,24 5th Ave
145,NA,Yes,Full Bar,NA,Casual,Yes,French; Wine Bars; ,No,No,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,Yes,Yes,No,$31-60,Racines,"Civic Center, TriBeCa",3.5,108,10007,94 Chambers St
146,NA,Yes,Full Bar,Classy,Dressy,No,French; Brasseries; Bars; ,No,No,NA,NA,Dinner,Yes,No,No,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,No,Yes,Yes,NA,No,$31-60,Augustine,Financial District,3.5,188,10038,5 Beekman St
147,NA,Yes,Full Bar,NA,Casual,Yes,French; Breakfast & Brunch; ,No,No,NA,NA,"Brunch, Dinner",Yes,No,NA,NA,NA,NA,No,A,NA,Yes,Loud,No,Street,Yes,Yes,Yes,NA,No,$31-60,Balthazar Restaurant,SoHo,4,2814,10012,80 Spring St
148,NA,Yes,Full Bar,"Trendy, Romantic, Classy, Upscale",Dressy,No,French; ,No,No,NA,Yes,"Lunch, Dinner",Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,Yes,NA,No,Above $61,Le Coucou,SoHo,4,413,10013,138 Lafayette St
149,NA,Yes,Beer & Wine Only,"Intimate, Romantic, Classy, Upscale",Dressy,No,French; ,No,No,NA,NA,Dinner,No,No,No,NA,NA,NA,No,NA,NA,NA,Quiet,Yes,NA,No,Yes,Yes,Yes,No,Above $61,L’Appart,Battery Park,5,78,10281,225 Liberty St
150,NA,Yes,Beer & Wine Only,"Casual, Trendy, Intimate, Romantic, Classy",Casual,Yes,Cafes; French; Breakfast & Brunch; ,Yes,Yes,No,Yes,"Breakfast, Brunch, Lunch, Dinner, Dessert",No,Yes,Yes,Yes,Yes,Yes,No,NA,Yes,Yes,Average,No,Garage,Yes,No,Yes,No,Free,$11-30,La Parisienne,Financial District,4.5,204,10038,9 Maiden Ln
151,NA,Yes,Full Bar,NA,Casual,Yes,American (New); French; Italian; ,No,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,Yes,Street,Yes,Yes,Yes,NA,No,$31-60,The Odeon,TriBeCa,4,579,10013,145 W Broadway
152,No,Yes,Full Bar,"Casual, Intimate, Romantic",Casual,Yes,French; Wine Bars; ,Yes,Yes,No,NA,"Lunch, Dinner",Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Troquet,SoHo,4,111,10013,155 Grand St
153,No,No,Beer & Wine Only,Casual,Casual,No,French; Malaysian; Asian Fusion; ,Yes,Yes,No,Yes,"Lunch, Dinner",No,Yes,No,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,Yes,NA,Free,$11-30,Aux Epices,Little Italy,4,281,10013,121 Baxter St
154,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,French; Moroccan; ,No,Yes,No,Yes,Lunch,No,No,NA,NA,NA,NA,No,A,NA,Yes,Average,Yes,Street,Yes,No,Yes,Yes,No,$11-30,Café Gitane,Nolita,4,701,10012,242 Mott St
155,NA,Yes,Full Bar,"Casual, Trendy",Casual,Yes,Bakeries; French; Breakfast & Brunch; ,Yes,Yes,No,Yes,"Breakfast, Brunch, Lunch",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Maman Tribeca,TriBeCa,4,212,10013,211 W Broadway
156,NA,Yes,Full Bar,"Classy, Upscale",Dressy,No,Modern European; American (New); French; ,No,No,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,No,Yes,Yes,NA,No,Above $61,Bâtard,TriBeCa,4,317,10013,239 West Broadway
157,NA,Yes,Beer & Wine Only,"Trendy, Intimate, Romantic, Classy",Casual,No,Wine Bars; French; American (New); ,No,No,NA,Yes,Late Night,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,No,Yes,Yes,NA,Free,$31-60,Compagnie des Vins Surnaturels,Little Italy,4.5,100,10013,249 Ctr St
158,NA,Yes,Full Bar,NA,Casual,No,Cocktail Bars; American (New); French; ,Yes,Yes,NA,NA,"Brunch, Lunch, Dinner",Yes,No,No,NA,NA,NA,No,A,Yes,NA,Average,Yes,Street,Yes,Yes,Yes,Yes,No,$11-30,Yves,TriBeCa,4,46,10013,385 Greenwich St
159,NA,Yes,Beer & Wine Only,Intimate,Casual,No,French; Wine Bars; ,No,No,NA,Yes,"Dinner, Late Night",Yes,No,NA,Yes,Yes,NA,No,A,Yes,Yes,Average,No,"Garage, Street",No,Yes,NA,NA,No,$11-30,Jadis,Lower East Side,4,473,10002,42 Rivington St
160,No,Yes,Full Bar,"Casual, Romantic, Classy",Casual,No,French; Wine Bars; ,No,No,No,Yes,Lunch,Yes,No,Yes,NA,NA,NA,No,A,NA,Yes,Average,No,Street,No,Yes,Yes,NA,No,$11-30,L?NA,Lower East Side,4.5,78,10002,137 Eldridge St
161,No,Yes,Full Bar,NA,Casual,Yes,French; Wine Bars; Grocery; ,Yes,No,NA,NA,"Brunch, Lunch, Dinner",Yes,Yes,No,NA,NA,NA,No,A,NA,Yes,Average,Yes,NA,Yes,Yes,Yes,Yes,Free,$11-30,Le District,Battery Park,3.5,453,10281,225 Liberty St
162,NA,Yes,Full Bar,"Casual, Romantic",Casual,No,French; Brasseries; ,NA,No,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,Yes,NA,No,$11-30,Le Relais de Venise L’Entrecote,South Village,4,67,10013,40 Thompson St
163,NA,Yes,Full Bar,NA,Casual,Yes,Italian; French; ,No,No,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,Yes,NA,No,$31-60,MAMO Restaurant,"SoHo, TriBeCa",4,206,10013,323 W Broadway
164,No,Yes,Full Bar,Trendy,Casual,No,Modern European; French; ,No,No,No,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,Yes,NA,No,$31-60,Le Turtle,Lower East Side,4,128,10002,177 Chrystie St
165,NA,Yes,Full Bar,NA,Casual,Yes,French; Cocktail Bars; ,Yes,No,NA,NA,NA,Yes,Yes,No,Yes,Yes,NA,No,NA,Yes,Yes,NA,No,Street,No,Yes,Yes,Yes,Free,$31-60,Brigitte Bistro Moderne,"Lower East Side, Chinatown",4,37,10002,37 Canal St
166,No,Yes,Full Bar,Casual,Casual,No,Bars; French; Italian; ,No,Yes,No,Yes,Dinner,Yes,No,No,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,Yes,Yes,Free,$11-30,49 Monroe,Two Bridges,4.5,142,10002,49 Monroe St
167,NA,Yes,Beer & Wine Only,Intimate,Casual,Yes,American (New); French; Wine Bars; ,No,No,NA,NA,Dinner,No,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,NA,NA,Free,$31-60,Gentleman Farmer,Lower East Side,4,257,10002,40 Rivington St
168,NA,Yes,Full Bar,Trendy,Casual,Yes,French; ,NA,No,NA,Yes,"Brunch, Lunch, Dinner",Yes,No,NA,NA,NA,NA,No,B,NA,NA,Average,Yes,NA,No,Yes,Yes,NA,Free,$31-60,Beaubourg,Battery Park,3,237,10281,225 Liberty St
169,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,French; ,Yes,No,NA,NA,Lunch,Yes,Yes,Yes,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,Yes,Yes,Free,$11-30,Tartinery Hudson Eats,Battery Park,4,359,10281,225 Liberty St
170,No,Yes,Beer & Wine Only,"Casual, Trendy",Casual,Yes,Vietnamese; Breakfast & Brunch; French; ,Yes,Yes,No,Yes,"Brunch, Lunch, Dinner",Yes,Yes,NA,Yes,Yes,NA,No,A,Yes,Yes,Average,Yes,NA,Yes,Yes,Yes,Yes,Free,$11-30,BoCaphe,SoHo,4,967,10012,222 Lafayette St
171,No,Yes,Full Bar,Casual,NA,Yes,French; Gastropubs; Sandwiches; ,No,Yes,No,NA,"Dinner, Late Night",Yes,Yes,Yes,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,St. George Tavern,Financial District,4,99,10006,103 Washington St
172,NA,Yes,Full Bar,Trendy,Casual,Yes,Cocktail Bars; Seafood; French; ,Yes,No,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Average,Yes,Street,No,Yes,Yes,Yes,Free,$11-30,Sel Rrose,Lower East Side,4,407,10002,1 Delancey St
173,NA,Yes,NA,NA,Casual,NA,Cafes; French; Cocktail Bars; ,NA,No,NA,NA,NA,Yes,No,No,NA,NA,NA,No,A,NA,Yes,NA,No,Street,Yes,Yes,NA,Yes,No,$11-30,La Mercerie,"SoHo, TriBeCa",3.5,77,10013,53 Howard St
174,No,Yes,Full Bar,Trendy,Casual,Yes,French; Wine Bars; ,No,No,No,NA,Dinner,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Amélie,Greenwich Village,4.5,2253,10011,22 W 8th St
175,NA,Yes,Full Bar,Casual,Casual,Yes,French; Cocktail Bars; Breakfast & Brunch; ,Yes,No,No,Yes,Brunch,Yes,No,Yes,NA,NA,NA,Yes,B,NA,Yes,Average,Yes,Street,Yes,Yes,Yes,Yes,Free,$11-30,PMF Pardon My French,"Alphabet City, East Village",4,797,10009,103 Ave B
176,NA,Yes,Full Bar,Intimate,Casual,Yes,French; Wine Bars; ,No,No,NA,NA,Dinner,Yes,No,Yes,NA,NA,NA,No,NA,NA,NA,Average,No,Street,No,Yes,Yes,NA,No,$31-60,Lucien,East Village,3.5,314,10009,14 1st Ave
177,NA,Yes,Beer & Wine Only,Casual,NA,Yes,Sandwiches; French; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,No,No,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Raclette,"East Village, Alphabet City",4,1034,10009,511 E 12th St
