,Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Bike Parking,Category,Caters,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good for Groups,Good for Kids,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_neighborhood,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address,Source
6,NA,No,No,Casual,Casual,Yes,Chinese; Noodles; ,No,Yes,NA,Yes,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,Yes,B,NA,Yes,Average,No,Street,Yes,No,Yes,NA,No,Under $10,Tasty Hand-Pulled Noodles,"Chinatown, Civic Center",4.0,1450.0,10013,1 Doyers St,Chinese
7,NA,No,Beer & Wine Only,Casual,Casual,Yes,Chinese; ,No,No,NA,NA,"Dinner, Late Night",Yes,Yes,NA,Yes,NA,Yes,No,B,Yes,Yes,Average,No,Street,Yes,No,Yes,No,No,$11-30,Wo Hop,"Chinatown, Civic Center",3.5,1259.0,10013,17 Mott St,Chinese
8,No,Yes,No,Casual,Casual,No,Chinese; Kosher; Vegan; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,Yes,C,Yes,Yes,Average,No,Street,Yes,No,Yes,Yes,No,$11-30,Buddha Bodai Kosher Vegetarian Restaurant,"Chinatown, Civic Center",4.0,881.0,10013,5 Mott St,Chinese
9,NA,No,No,Casual,Casual,Yes,Chinese; ,No,No,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,NA,NA,No,Under $10,Shu Jiao Fu Zhou Cuisine Restaurant,Lower East Side,4.5,580.0,10002,118 Eldridge St,Chinese
10,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Shanghainese; ,Yes,Yes,No,NA,"Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,21 Shanghai House,Chinatown,4.0,395.0,10002,21 Division St,Chinese
11,NA,No,No,Casual,NA,Yes,Chinese; Fast Food; Noodles; ,No,No,No,NA,"Lunch, Dinner",No,Yes,No,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,No,NA,No,Under $10,Wah Fung No 1 Fast Food,Lower East Side,4.5,1070.0,10002,79 Chrystie St,Chinese
12,NA,Yes,NA,NA,NA,NA,Chinese; ,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,New York Canton Lounge,Chinatown,4.0,6.0,10013,70 Mott St,Chinese
13,NA,Yes,Full Bar,"Divey, Casual",Casual,Yes,Seafood; Chinese; Asian Fusion; ,Yes,Yes,NA,Yes,"Dinner, Late Night",Yes,No,NA,NA,NA,NA,Yes,NA,NA,Yes,Average,No,Street,Yes,Yes,NA,NA,Free,$11-30,Fishmarket Restaurant,South Street Seaport,4.5,464.0,10038,111 South St,Chinese
14,NA,Yes,Beer & Wine Only,Casual,Casual,No,Chinese; ,No,No,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,NA,No,$31-60,Peking Duck House,"Chinatown, Civic Center",3.5,772.0,10013,28 Mott StSte A,Chinese
15,NA,No,NA,NA,NA,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,NA,NA,NA,Yes,No,NA,NA,No,Under $10,Kong Sihk Tong,Chinatown,4.0,40.0,10013,65 Bayard St,Chinese
16,NA,No,Beer & Wine Only,"Divey, Casual",Casual,Yes,Chinese; Noodles; ,No,No,No,Yes,"Lunch, Dinner",Yes,Yes,No,Yes,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,Yes,No,No,Under $10,88 Lan Zhou Handmade Noodles,Chinatown,4.0,1567.0,10013,40 Bowery St,Chinese
17,NA,No,No,Casual,Casual,Yes,Taiwanese; Chinese; Noodles; ,No,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,Yes,NA,No,Under $10,Taiwan Pork Chop House,"Chinatown, Civic Center",4.0,349.0,10013,3 Doyers St,Chinese
18,No,Yes,No,NA,NA,No,Chinese; ,Yes,Yes,No,NA,NA,NA,NA,No,Yes,NA,NA,No,NA,NA,Yes,NA,No,Street,Yes,No,No,No,Free,NA,Old Xi?an,Financial District,4.0,45.0,10005,164 Pearl St,Chinese
19,No,Yes,Beer & Wine Only,Casual,Casual,Yes,Seafood; Dim Sum; Cantonese; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Loud,No,Street,Yes,Yes,NA,NA,Free,$11-30,Ping?s Seafood,"Chinatown, Civic Center",3.5,605.0,10013,22 Mott St,Chinese
20,No,Yes,No,Casual,Casual,Yes,Taiwanese; Bubble Tea; Chinese; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,Yes,NA,Average,No,Street,Yes,No,No,No,No,Under $10,Taiwan Bear House,"Chinatown, Civic Center",4.0,268.0,10013,11 Pell St,Chinese
21,No,No,Beer & Wine Only,"Casual, Trendy",Casual,Yes,Malaysian; Thai; ,Yes,Yes,No,Yes,"Brunch, Lunch, Dinner, Dessert",Yes,Yes,No,Yes,NA,Yes,No,B,Yes,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,Wok Wok,"Chinatown, Civic Center",4.0,632.0,10013,11 Mott St,Chinese
22,No,Yes,Beer & Wine Only,Trendy,Casual,No,Chinese; Seafood; Noodles; ,No,No,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,B,NA,Yes,Loud,No,NA,No,Yes,Yes,Yes,No,$31-60,Chinese Tuxedo,"Chinatown, Civic Center",3.5,184.0,10013,5 Doyers St,Chinese
23,No,Yes,No,Casual,Casual,No,Asian Fusion; Malaysian; Chinese; ,Yes,Yes,NA,Yes,Dinner,Yes,Yes,NA,NA,NA,NA,No,NA,NA,Yes,Average,No,Street,Yes,No,Yes,Yes,No,Under $10,Asian Spicy Curry Pop-up,"Chinatown, Civic Center",4.5,123.0,10013,46 Mulberry St,Chinese
24,No,No,Beer & Wine Only,Casual,Casual,Yes,Asian Fusion; Malaysian; Chinese; ,No,Yes,No,NA,"Lunch, Dinner",Yes,Yes,NA,Yes,Yes,Yes,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Nyonya,Little Italy,4.0,1899.0,10013,199 Grand St,Chinese
25,NA,No,No,Divey,Casual,No,Chinese; ,No,No,NA,NA,"Breakfast, Lunch",No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,No,Street,Yes,No,No,NA,No,Under $10,Sun Hing Lung Co,Two Bridges,4.5,152.0,10002,58 Henry St,Chinese
26,NA,Yes,Beer & Wine Only,Casual,Casual,No,Dim Sum; Cantonese; Seafood; ,Yes,Yes,NA,NA,Brunch,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,$11-30,Chatham Seafood Restaurant,"Chinatown, Civic Center",3.5,182.0,10038,6 Chatham Sq,Chinese
27,NA,No,No,Casual,Casual,No,Shanghainese; ,No,Yes,No,Yes,"Lunch, Dinner",No,Yes,No,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Shanghai Asian Cuisine,Chinatown,4.0,435.0,10013,14A Elizabeth St,Chinese
28,NA,No,No,Casual,Casual,Yes,Chinese; Hong Kong Style Cafe; ,No,No,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,Yes,NA,No,Under $10,Cha Chan Tang,"Chinatown, Civic Center",3.0,936.0,10013,45 Mott St,Chinese
48,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Dim Sum; ,Yes,No,No,NA,"Brunch, Lunch",Yes,Yes,No,NA,NA,NA,Yes,A,Yes,Yes,Average,No,"Garage, Street",Yes,Yes,NA,NA,Free,$11-30,Nom Wah Tea Parlor,"Chinatown, Civic Center",3.5,1703.0,10013,13 Doyers St,Chinese
49,NA,Yes,Full Bar,NA,Casual,NA,Chinese; Hot Pot; ,NA,No,No,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,No,NA,No,Yes,NA,NA,Free,NA,Zhen Wei Fang,Lower East Side,4.0,79.0,10002,207 Bowery,Chinese
50,NA,No,No,Casual,Casual,Yes,Chinese; Seafood; ,No,No,No,NA,"Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,No,A,NA,NA,Loud,No,Street,Yes,No,Yes,No,No,Under $10,Big Wong,Chinatown,3.5,1329.0,10013,67 Mott St,Chinese
51,NA,No,No,Casual,Casual,No,Chinese; ,No,No,NA,NA,"Lunch, Late Night",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,Yes,Yes,No,Under $10,WK Restaurant,Chinatown,4.0,53.0,10013,69 Bayard St,Chinese
52,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xi?an Famous Foods,Financial District,4.5,7.0,10005,8 Liberty Pl,Chinese
53,NA,No,No,"Divey, Casual",Casual,Yes,Chinese; ,No,Yes,NA,Yes,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,Yes,NA,No,Under $10,Spicy Village,Lower East Side,4.0,550.0,10002,68 Forsyth StSte B,Chinese
54,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Szechuan; Hot Pot; ,Yes,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,Yes,B,NA,NA,Average,No,Street,Yes,Yes,Yes,NA,No,$11-30,Famous Sichuan,"Chinatown, Civic Center",3.5,342.0,10013,10 Pell St,Chinese
55,NA,No,No,Casual,Casual,Yes,Dim Sum; Cantonese; ,No,No,NA,NA,"Brunch, Lunch",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Loud,No,Street,Yes,No,Yes,NA,No,Under $10,Hop Shing Restaurant,"Chinatown, Civic Center",3.5,481.0,10038,9 Chatham SqSte 1,Chinese
56,NA,No,No,NA,Casual,No,Dim Sum; Cafes; ,NA,No,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Mee Sum Cafe,"Chinatown, Civic Center",3.5,26.0,10013,26 Pell St,Chinese
57,No,No,No,Casual,Casual,Yes,Chinese; Vietnamese; ,No,No,No,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,"Valet, Garage, Street",Yes,No,No,No,No,Under $10,Bo Ky Restaurant,Chinatown,3.5,668.0,10013,80 Bayard St,Chinese
58,NA,No,No,NA,Casual,Yes,Chinese; ,NA,Yes,NA,NA,Lunch,No,No,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,NA,Yes,No,No,NA,No,Under $10,Yummy City,East Harlem,4.0,33.0,10029,1557 Lexington Ave,Chinese
59,NA,Yes,NA,NA,NA,NA,Chinese; ,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Yes,NA,Yes,Free,NA,Atlas Kitchen,Manhattan Valley,4.0,28.0,10025,258 W 109th St,Chinese
60,NA,No,NA,NA,Casual,No,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,NA,No,NA,Yes,Yes,NA,NA,No,Under $10,Great Wall,East Harlem,4.5,12.0,10029,2234 1st Ave,Chinese
61,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,No,No,$11-30,Szechuan Garden,Manhattan Valley,4.0,219.0,10025,239 W 105th St,Chinese
62,NA,No,No,NA,Casual,Yes,Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,NA,Yes,No,NA,NA,No,Under $10,China King,East Harlem,4.0,23.0,10029,1759 Lexington Ave,Chinese
63,NA,No,No,NA,Casual,Yes,Chinese; ,No,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,Wok Express,East Harlem,4.0,10.0,10035,2133 3rd Ave,Chinese
64,NA,No,No,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,No,NA,No,Under $10,New King Wok Restaurant,Harlem,3.5,11.0,10027,2025 7th Ave,Chinese
65,NA,Yes,NA,NA,NA,NA,Chinese; ,NA,Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,2026 China King,East Harlem,4.0,1.0,10035,2026 Lexington Ave,Chinese
66,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,Quiet,No,Street,Yes,No,NA,NA,No,Under $10,MoonHouse,East Harlem,3.5,88.0,10029,1810 3rd Ave,Chinese
67,NA,No,No,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,$11-30,Hong Kong,East Harlem,3.5,13.0,10029,1703 Lexington Ave,Chinese
68,No,Yes,No,NA,NA,Yes,Chinese; ,No,Yes,No,NA,NA,No,NA,No,NA,NA,NA,Yes,NA,NA,Yes,NA,No,Street,Yes,Yes,Yes,Yes,Free,NA,yu kitchen,Manhattan Valley,4.0,21.0,10025,2656 Broadway,Chinese
69,NA,Yes,Full Bar,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,NA,Free,$11-30,Happy Hot Hunan,Manhattan Valley,3.5,129.0,10025,969 Amsterdam Ave,Chinese
70,NA,No,Full Bar,NA,Casual,Yes,Chinese; ,No,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Quiet,No,Street,Yes,No,NA,NA,No,$11-30,La Preciosa China Restaurant,East Harlem,3.0,23.0,10029,163 E 116th St,Chinese
71,NA,Yes,No,NA,Casual,NA,Chinese; ,Yes,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,NA,NA,Yes,NA,Yes,NA,Yes,Yes,Yes,Yes,Free,$11-30,River House Chinese Cuisine,NA,4.0,58.0,07020,725 River Rd,Chinese
72,NA,Yes,No,NA,Casual,No,Chinese; ,Yes,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,NA,Under $10,New Hong Kong Restaurant,East Harlem,4.0,5.0,10035,1907 Lexington Ave,Chinese
73,NA,Yes,Full Bar,NA,NA,No,Bars; Szechuan; Dim Sum; ,Yes,Yes,No,NA,NA,NA,NA,No,NA,NA,NA,Yes,NA,NA,NA,NA,No,NA,Yes,Yes,Yes,Yes,Free,NA,Hui Restaurant & Bar,Upper East Side,4.0,37.0,10021,314 E 70th StFL 1,Chinese
74,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,Yes,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,Han Dynasty,Upper West Side,4.0,482.0,10024,215 W 85th St,Chinese
75,NA,No,No,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,A,NA,NA,Quiet,No,NA,Yes,No,NA,NA,No,Under $10,Great Wok,East Harlem,3.5,12.0,10029,1631 Lexington Ave,Chinese
76,No,Yes,NA,NA,Casual,Yes,Chinese; ,No,No,No,NA,NA,No,No,NA,NA,NA,NA,No,A,NA,NA,NA,No,Street,Yes,No,No,No,No,Under $10,Szechuan Garden Kitchen,Harlem,4.0,16.0,10026,2076 8th Ave,Chinese
77,NA,No,No,Divey,Casual,Yes,Chinese; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,Red Star Restaurant,East Harlem,3.0,17.0,10029,112 E 116th St,Chinese
78,No,No,No,NA,NA,Yes,Chinese; ,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,A,NA,NA,NA,No,Street,Yes,No,NA,NA,Free,NA,Hung Chow Restaurant,East Harlem,3.0,4.0,10035,2266 3rd Ave,Chinese
79,NA,Yes,No,NA,Casual,Yes,Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Very Loud,No,NA,Yes,No,NA,NA,Free,Under $10,Teng Dragon,East Harlem,3.0,16.0,10035,2260 1st Ave,Chinese
80,NA,Yes,No,NA,Casual,NA,Chinese; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,Wing Wah Restaurant,East Harlem,3.0,12.0,10035,2308 1st Ave,Chinese
81,No,Yes,No,Casual,Casual,No,Vietnamese; Chinese; ,NA,Yes,No,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,No,Street,Yes,No,No,NA,No,Under $10,Spice Noodle,East Harlem,3.5,58.0,10029,1509 Lexington Ave,Chinese
82,NA,No,No,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,A,NA,NA,NA,No,NA,Yes,No,NA,NA,No,Under $10,Wing Gong I Kitchen,East Harlem,4.0,4.0,10029,2109 1st Ave,Chinese
83,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Asian Fusion; Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,Yes,NA,No,$11-30,La Salle Dumpling Room,Harlem,4.0,188.0,10027,3141 Broadway,Chinese
84,NA,No,No,NA,Casual,No,Chinese; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Fu Wing Chinese Restaurant,East Harlem,3.0,13.0,10029,153 E 106th St,Chinese
85,No,Yes,Beer & Wine Only,Casual,Casual,No,Chinese; Noodles; Burgers; ,No,No,No,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,No,Yes,No,Under $10,Xi?an Famous Foods,Manhattan Valley,4.0,335.0,10025,2675 Broadway,Chinese
86,NA,Yes,No,NA,Casual,NA,Chinese; ,No,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,NA,Yes,No,NA,NA,No,Under $10,Empire Corner II,East Harlem,3.0,16.0,10029,1415 5th Ave,Chinese
87,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; Bars; ,No,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,Yes,NA,NA,NA,Yes,A,NA,Yes,Average,Yes,Street,Yes,NA,Yes,NA,No,$11-30,Han Dynasty,East Village,4.0,1067.0,10003,90 3rd Ave,Chinese
88,No,Yes,No,NA,Casual,Yes,Chinese; Noodles; ,No,Yes,No,NA,NA,No,Yes,No,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,No,No,Free,$11-30,Dian Kitchen,"East Village, Alphabet City",4.5,83.0,10009,435 E 9th St,Chinese
89,NA,Yes,No,"Casual, Trendy",Casual,No,Chinese; ,No,Yes,No,Yes,Dinner,No,Yes,No,Yes,Yes,Yes,No,A,Yes,Yes,Average,Yes,Street,Yes,No,Yes,No,Free,$11-30,Clay Pot NYC,East Village,4.5,175.0,10003,58 St Mark's Pl,Chinese
90,No,Yes,NA,NA,NA,No,Tea Rooms; Dim Sum; ,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Street,Yes,NA,NA,Yes,Free,NA,Uluh,East Village,5.0,11.0,10003,152 2nd AveSte A,Chinese
91,No,Yes,No,"Casual, Trendy",Casual,No,Chinese; Noodles; ,Yes,Yes,NA,Yes,NA,Yes,Yes,No,NA,Yes,NA,Yes,NA,Yes,Yes,Average,No,NA,Yes,Yes,No,Yes,Free,Under $10,Silky Kitchen,East Village,4.5,74.0,10003,137 E 13th St,Chinese
92,No,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Noodles; Burgers; ,No,No,No,NA,"Lunch, Dinner",No,No,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,No,No,No,Under $10,Xi?an Famous Foods,East Village,4.0,1532.0,10003,81 St Marks Pl,Chinese
93,NA,Yes,No,Casual,NA,NA,Noodles; Chinese; ,NA,No,NA,NA,NA,Yes,Yes,No,NA,NA,NA,No,A,NA,Yes,NA,No,NA,Yes,Yes,Yes,Yes,No,$31-60,Hunan Slurp,East Village,4.5,120.0,10009,112 1st Ave,Chinese
94,NA,Yes,Beer & Wine Only,"Casual, Trendy",Casual,Yes,Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,MáLà Project,East Village,4.0,473.0,10009,122 1st Ave,Chinese
95,No,Yes,No,Casual,Casual,Yes,Chinese; Barbeque; Noodles; ,No,Yes,No,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,A,Yes,Yes,NA,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Dun Huang,East Village,4.0,68.0,10003,300 E 12th St,Chinese
96,NA,Yes,No,NA,NA,Yes,Chinese; Kebab; Chicken Wings; ,No,No,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,Street,No,Yes,Yes,No,Free,NA,Gala BBQ,East Village,4.0,8.0,10003,92 3rd Ave,Chinese
97,NA,Yes,Beer & Wine Only,"Casual, Trendy",Casual,No,Szechuan; ,NA,No,No,NA,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,No,A,NA,NA,NA,No,NA,Yes,No,NA,Yes,Free,$11-30,Szechuan Mountain House,East Village,4.0,178.0,10003,23 St Marks Pl,Chinese
98,No,Yes,No,NA,Casual,No,Chinese; Asian Fusion; ,Yes,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,A,NA,Yes,Quiet,No,Street,Yes,No,No,No,No,NA,The Dumpling Shop,East Village,4.5,52.0,10003,124 2nd Ave,Chinese
99,NA,Yes,Beer & Wine Only,Intimate,Casual,Yes,American (New); Chinese; ,No,No,NA,NA,Dinner,No,No,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,No,Yes,Yes,NA,No,$31-60,Tuome,"East Village, Alphabet City",4.5,358.0,10009,536 E 5th St,Chinese
100,No,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,No,C,NA,NA,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Hunan Bistro,East Village,3.5,190.0,10003,96 3rd Ave,Chinese
101,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Noodles; Soup; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,B,Yes,Yes,Average,No,Street,Yes,No,Yes,NA,Free,$11-30,The Bao,East Village,3.5,976.0,10003,13 St Marks Pl,Chinese
102,NA,Yes,NA,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,B,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,$11-30,Chong Qing Xiao Mian II,East Village,4.0,28.0,10003,82 2nd Ave,Chinese
103,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Noodles; Chinese; Taiwanese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,Yes,Street,Yes,No,Yes,No,No,$11-30,The Tang,East Village,4.0,281.0,10009,120 1st Ave,Chinese
104,NA,Yes,Beer & Wine Only,Casual,Casual,NA,Taiwanese; ,No,No,NA,Yes,Dinner,No,No,NA,Yes,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,No,Yes,Yes,Free,$11-30,Ho Foods,"East Village, Alphabet City",4.0,154.0,10009,110 E 7th St,Chinese
105,No,Yes,Beer & Wine Only,Casual,Casual,No,Noodles; Chinese; ,Yes,Yes,No,Yes,Dinner,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,Yes,NA,Yes,No,Yes,Yes,No,$11-30,Little Tong Noodle Shop,East Village,4.0,221.0,10003,177 1st Ave,Chinese
106,No,Yes,Beer & Wine Only,"Casual, Trendy",Casual,Yes,Cajun/Creole; Seafood; Chinese; ,NA,No,No,Yes,"Dinner, Late Night",Yes,No,NA,Yes,NA,NA,Yes,B,Yes,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,Le Sia,East Village,4.0,154.0,10003,11 E 7th St,Chinese
107,No,Yes,Beer & Wine Only,"Casual, Trendy",Casual,No,Bars; Dim Sum; Taiwanese; ,Yes,Yes,Yes,Yes,"Brunch, Lunch, Dinner",Yes,Yes,Yes,NA,NA,NA,No,B,NA,NA,Average,No,NA,Yes,Yes,Yes,No,Free,$11-30,Carma East,"East Village, Alphabet City",4.0,201.0,10009,507 E 6th St,Chinese
108,No,Yes,Beer & Wine Only,Casual,Casual,No,Taiwanese; ,Yes,No,No,NA,NA,Yes,No,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,Yes,Yes,Yes,Yes,No,$11-30,886,East Village,4.0,162.0,10003,26 Saint Marks Pl,Chinese
111,NA,Yes,No,"Casual, Trendy",Casual,Yes,Noodles; Chinese; ,Yes,Yes,No,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,Yes,Yes,Quiet,No,Street,Yes,No,No,No,No,$11-30,Just for Fen,East Village,4.5,93.0,10003,229 1st Ave,Chinese
112,NA,Yes,Beer & Wine Only,Casual,Casual,No,Dim Sum; Cantonese; ,No,No,No,NA,"Brunch, Lunch",Yes,Yes,NA,NA,NA,Yes,No,A,NA,Yes,Average,No,Street,No,No,Yes,Yes,Free,$11-30,Tim Ho Wan,East Village,3.5,1361.0,10003,85 4th Ave,Chinese
113,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; Seafood; ,No,Yes,NA,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,B,NA,NA,Average,No,NA,Yes,Yes,Yes,NA,Free,$11-30,Shu Han Ju II,East Village,3.5,63.0,10003,58 3rd Ave,Chinese
